#'u=0.02,sig=0.014,k=0.64'
1.000000000000000056e-01 4.413526682880003493e-02 2.706332593874928930e-02 5.887899178643702519e-03 3.818582163539773616e-02 3.130586445806679552e-02 3.480841624621981711e-02 4.855086736423144811e-02 1.103119823986082465e-02 3.818460463478547118e-02 3.073396614887507691e-02 3.599221993102427741e-02 1.541034766087212050e-02 3.399236886124185758e-02 3.437905144539613739e-02 3.524342957527179521e-02 1.642323395181872342e-02 1.240502068033323690e-02 2.663161514220600823e-03 4.326384393128776540e-02 5.302669609603898049e-02
1.000000000000000056e-01 7.559613186605598778e-02 2.589848109150524186e-02 1.067361795828594695e-02 4.503060281840413903e-02 3.435547139708695213e-02 3.750247627155842145e-02 2.345161758291487014e-03 -1.038169519173084976e-06 1.892821573281314868e-02 1.258159655340332882e-02 2.822795069400452911e-02 3.137806865557359048e-02 2.751612641991576722e-02 2.979066216422971564e-02 6.572525184437325724e-03 1.905757616015446576e-02 2.788149401579435513e-02 3.762323301486353300e-02 1.810282408348490302e-02 5.245209086663231435e-02
1.000000000000000056e-01 5.421066972663157735e-02 3.591887928459141371e-02 3.148936721013909784e-02 2.675737857122718888e-02 2.144187592167127315e-02 2.857462060258261771e-02 3.239954604645015751e-02 1.262474398960722506e-02 4.287102543754658934e-02 4.368578603260756671e-02 2.412452775972128219e-02 3.647316426476094470e-02 4.363914905772580538e-02 3.127036894663536015e-02 6.261540567514933819e-03 2.673473051357677654e-02 1.901843252741646298e-02 -6.005741657625282559e-04 2.234443367589957624e-02 1.913714622768854234e-02
1.000000000000000056e-01 4.745222333007292903e-02 1.229042408051352758e-02 1.600913875877814710e-02 1.632955201772874620e-04 1.640995226318917727e-04 2.514759404645584839e-02 8.971465009844222308e-03 4.437535431710569467e-02 1.619194811353763530e-02 2.872232382512106275e-02 2.466440703143978411e-02 1.732003343271836665e-02 2.906461551115762862e-02 7.512044034309939278e-03 3.739046675613760806e-02 2.482669331807010882e-02 3.897291607285990889e-02 4.083666845424864522e-02 2.177770276242428638e-02 3.427063243135180376e-02
1.000000000000000056e-01 4.265777116669283026e-02 1.659845688576085110e-02 2.760349339317637318e-02 1.043917434149513844e-02 1.691046066089600328e-02 1.468924286555245602e-02 2.782546238640843522e-02 5.800883362109612862e-03 1.669089625560242485e-02 2.921266223759833719e-02 2.184476702849689686e-02 2.195953722740211916e-02 3.560608053354432506e-02 4.030987006443466358e-02 3.354595854151602025e-02 3.545767692616884348e-02 1.426786653109864654e-02 2.653433458126195840e-02 1.890768425045787418e-02 -5.990229770524477249e-03
1.000000000000000056e-01 4.784560338973728455e-02 2.537742466999324056e-02 1.039928112870697197e-02 4.079474404782053309e-02 3.262336846784969629e-02 3.332802109170187460e-02 2.832049146234029077e-02 4.077657326544102678e-02 3.365245963694989129e-02 1.883187263630461961e-02 1.220133206551910106e-02 4.493984544343096466e-02 1.567763446824010573e-02 2.390305452823610066e-02 2.719006435480099404e-03 2.624029172365465595e-02 7.552874316602641025e-03 2.505448001578073833e-02 1.954332404358833861e-02 3.824633958944635703e-02
1.000000000000000056e-01 4.262411542620357652e-02 2.635598909174756074e-02 2.668834986507640991e-02 2.134881217499871170e-02 3.704499890016749175e-02 3.281840825792155941e-02 4.231850802059421157e-03 8.568477178061972843e-04 -1.906775062784017011e-03 1.816348388188637752e-02 1.595086858970428539e-03 1.350450274735662086e-02 1.566988905910605967e-02 2.566562864535996968e-02 1.178636686278223926e-02 2.003189942662857853e-02 1.719017345952672873e-02 1.420692335949074597e-02 4.038897022785785038e-03 5.874112460529778285e-04
1.000000000000000056e-01 4.846037842218789415e-02 1.554768175902700340e-02 4.027240339905086355e-03 1.178694179160320182e-02 -1.749682343247915134e-02 -3.447160651955343338e-03 -8.985776828769002217e-04 1.664045961456059666e-02 9.093049232856130829e-03 1.033038991159694608e-02 4.822879508550502459e-03 3.036032262345091104e-03 1.096345817150361397e-02 2.702785801261144843e-02 2.008041188997401749e-02 3.183866079342158317e-02 5.597828988170613917e-02 2.270344865124660980e-02 2.157621692464452637e-02 2.306166542796646290e-02
1.000000000000000056e-01 5.607863938434859419e-02 2.392654305597672823e-02 3.645977630084813736e-02 2.706322711458312297e-02 3.576473650807383831e-02 2.899065963065684814e-02 2.754316652525721359e-02 3.725728393844482400e-02 4.217671748837083234e-02 3.786382204770244453e-02 2.927312500167140660e-02 3.017543864519077815e-02 1.802002920915797210e-02 1.076410779527391288e-02 3.803263072780988657e-02 1.647072338078262727e-02 2.500900979698421345e-02 1.857749786951284204e-02 1.049465165919080852e-02 3.205807122579117791e-02
1.000000000000000056e-01 8.107477972855972603e-02 2.818680683978688067e-02 3.082939529609438067e-02 3.485270668341967221e-02 3.781652798803706444e-02 8.583898677727897636e-03 2.712432881893774017e-03 3.162603898869943697e-02 1.180310725637657120e-02 2.236720288947821947e-02 2.621769020358572649e-02 -8.665998748153928843e-03 1.955926963812432834e-02 2.757231853290417756e-02 3.821962055136786385e-02 2.360507632371558126e-02 3.808617875459029134e-02 3.017620380900730773e-02 3.492676900701274095e-02 1.982960689297556117e-02
1.000000000000000056e-01 6.631351621475010949e-02 5.386977446465963937e-02 4.915921245484033975e-02 3.868757815034729042e-02 9.557929819260607002e-03 6.433147375287801006e-05 3.720972583459490265e-03 2.637488210659812843e-02 1.912439695794398639e-02 2.837399131766065591e-02 3.313424857162397541e-02 2.487281612919260698e-02 2.753707051854109578e-02 1.528677072093443182e-02 1.289204552578116642e-02 7.533883874203374520e-03 2.134335121627946655e-03 3.579442923139737609e-02 2.868643424303252837e-02 4.809370798954808873e-03
1.000000000000000056e-01 8.563301149228863540e-02 3.394341244786249628e-02 3.188182511486304521e-02 2.833909784931416820e-02 1.861619591970326698e-02 2.009933808457480334e-02 3.196349424963888103e-03 1.911842996538484080e-02 7.656166477742070570e-03 6.903283301132146638e-03 1.494989948351771285e-02 1.615933709008923053e-02 1.514480667907296130e-02 2.613567021259009804e-02 1.613583025446560862e-02 3.022677687182561551e-02 3.895359458469364183e-02 2.764934188688033048e-02 4.110094558900102141e-02 3.419118008534251935e-02
1.000000000000000056e-01 3.448028275889344907e-02 2.555908176074434338e-02 1.320348658010384035e-02 4.715660200105475236e-02 4.946176034711532998e-02 3.720793453292457059e-02 9.440159776457100055e-03 4.180087225701185905e-02 4.227085180003132409e-02 2.629736909336911899e-02 3.560546922661246561e-02 2.720627769310148686e-02 1.567089867616488358e-02 1.835388342339167381e-02 3.119920182419555488e-02 3.317682974994781708e-02 3.525814489236104438e-02 4.010338804565024423e-02 3.257591161789556017e-02 1.030560950829753457e-02
1.000000000000000056e-01 3.340554730701535135e-02 3.368717717381861793e-02 7.986909594140081253e-03 3.674886953166086462e-02 4.385756567867332700e-02 3.385537646605177309e-02 2.052057358743690496e-03 3.081706392739194666e-02 1.390116092915443316e-02 4.179189973576477590e-02 2.295692604112761076e-02 1.254371623917211777e-02 2.685895519943985038e-02 2.311334458232307959e-02 6.800100497455030188e-03 4.432774197027247384e-03 -7.758480270757700872e-03 2.417969385804684054e-02 2.388096995414909843e-02 1.704306707704881726e-02
1.000000000000000056e-01 2.780239002160699718e-02 5.953358203389710196e-03 1.912472445472359478e-02 1.658857920739831640e-02 2.905113449080034410e-02 3.035520276650865296e-02 3.026917573941664483e-02 2.915931473424730747e-02 3.869218204780525833e-02 3.423791587671692199e-02 1.204155646612787428e-02 -5.327986167562408226e-03 2.469414101611296097e-02 2.404183050555418200e-03 3.533917667751280967e-02 1.917376524195706089e-02 2.197828219506727659e-02 2.242403802772172106e-02 2.109958501321185925e-02 1.265799272373809362e-02
1.000000000000000056e-01 4.105140921043874680e-02 4.051841145515755471e-02 2.264765485589191260e-02 3.243794477365764817e-02 3.902398446410246940e-03 -7.020253626602704355e-03 -2.128530614289319070e-02 2.156081653063469938e-02 1.489086710279287351e-03 2.898314021643161320e-02 3.671462263713779622e-02 2.150924357314834903e-02 -6.169496620865140557e-03 1.062642052540662546e-02 2.179007583594352870e-02 2.219502915439137969e-02 2.200812954044890912e-02 1.382990091180324316e-02 3.145864872853997019e-02 1.595357901742860268e-02
1.000000000000000056e-01 4.851664111030961485e-02 3.300215116265819287e-02 5.760537507343524433e-03 1.704365983047035488e-02 1.718960664760376886e-02 -3.602497005438659583e-06 1.307352561141634714e-02 -3.721692791713849396e-03 7.727164226211115719e-03 1.472684513186544794e-02 3.404894985153736689e-03 2.006200706223104993e-02 1.236873829498665381e-02 5.308622639636670706e-03 1.016815481364237092e-02 -1.425324330560420738e-02 -4.925359599428663637e-03 2.710956834323234241e-03 3.864531811598904965e-02 -5.433514747012341273e-04
1.000000000000000056e-01 3.857489176993025848e-02 4.315707329366920419e-02 1.834048128560380672e-02 1.518314929903480381e-03 -3.198626921751667601e-04 3.567005902288590893e-03 1.876819365336601653e-02 2.346348672194310120e-02 2.424135342835784593e-02 -2.433791199599882882e-04 6.170472035263464654e-03 8.545835765593121774e-03 2.512525614542673175e-02 2.902454200915809829e-02 2.181263369650517092e-02 -8.913313356445594360e-03 -9.143544472956118691e-03 1.129782709086043710e-02 1.507849098514184305e-02 3.564919384652407569e-02
1.000000000000000056e-01 5.173772029800098593e-02 2.750670439336617631e-02 1.580014542947459286e-02 1.330872363833896996e-02 5.219219204266382223e-03 2.050709106725194172e-03 1.961534896799146249e-02 2.370008705409183333e-02 3.243376311704242176e-02 2.463099773078698818e-02 3.836122784447022760e-02 1.749464642989120855e-02 2.674907068555368306e-02 3.233167738528034546e-02 3.660830330702844609e-02 4.741611120371771321e-03 2.291668202215451505e-02 -2.903768241255346577e-03 1.848126207546343588e-02 1.837816552089055824e-02
