Date,Close
1985-01-01 00:00:00-05:00,179.6300048828125
1985-02-01 00:00:00-05:00,181.17999267578125
1985-03-01 00:00:00-05:00,180.66000366210938
1985-04-01 00:00:00-05:00,179.8300018310547
1985-05-01 00:00:00-04:00,189.5500030517578
1985-06-01 00:00:00-04:00,191.85000610351562
1985-07-01 00:00:00-04:00,190.9199981689453
1985-08-01 00:00:00-04:00,188.6300048828125
1985-09-01 00:00:00-04:00,182.0800018310547
1985-10-01 00:00:00-04:00,189.82000732421875
1985-11-01 00:00:00-05:00,202.1699981689453
1985-12-01 00:00:00-05:00,211.27999877929688
1986-01-01 00:00:00-05:00,211.77999877929688
1986-02-01 00:00:00-05:00,226.9199981689453
1986-03-01 00:00:00-05:00,238.89999389648438
1986-04-01 00:00:00-05:00,235.52000427246094
1986-05-01 00:00:00-04:00,247.35000610351562
1986-06-01 00:00:00-04:00,250.83999633789062
1986-07-01 00:00:00-04:00,236.1199951171875
1986-08-01 00:00:00-04:00,252.92999267578125
1986-09-01 00:00:00-04:00,231.32000732421875
1986-10-01 00:00:00-04:00,243.97999572753906
1986-11-01 00:00:00-05:00,249.22000122070312
1986-12-01 00:00:00-05:00,242.1699981689453
1987-01-01 00:00:00-05:00,274.0799865722656
1987-02-01 00:00:00-05:00,284.20001220703125
1987-03-01 00:00:00-05:00,291.70001220703125
1987-04-01 00:00:00-05:00,288.3599853515625
1987-05-01 00:00:00-04:00,290.1000061035156
1987-06-01 00:00:00-04:00,304.0
1987-07-01 00:00:00-04:00,318.6600036621094
1987-08-01 00:00:00-04:00,329.79998779296875
1987-09-01 00:00:00-04:00,321.8299865722656
1987-10-01 00:00:00-04:00,251.7899932861328
1987-11-01 00:00:00-05:00,230.3000030517578
1987-12-01 00:00:00-05:00,247.0800018310547
1988-01-01 00:00:00-05:00,257.07000732421875
1988-02-01 00:00:00-05:00,267.82000732421875
1988-03-01 00:00:00-05:00,258.8900146484375
1988-04-01 00:00:00-05:00,261.3299865722656
1988-05-01 00:00:00-04:00,262.1600036621094
1988-06-01 00:00:00-04:00,273.5
1988-07-01 00:00:00-04:00,272.0199890136719
1988-08-01 00:00:00-04:00,261.5199890136719
1988-09-01 00:00:00-04:00,271.9100036621094
1988-10-01 00:00:00-04:00,278.9700012207031
1988-11-01 00:00:00-05:00,273.70001220703125
1988-12-01 00:00:00-05:00,277.7200012207031
1989-01-01 00:00:00-05:00,297.4700012207031
1989-02-01 00:00:00-05:00,288.8599853515625
1989-03-01 00:00:00-05:00,294.8699951171875
1989-04-01 00:00:00-05:00,309.6400146484375
1989-05-01 00:00:00-04:00,320.5199890136719
1989-06-01 00:00:00-04:00,317.9800109863281
1989-07-01 00:00:00-04:00,346.0799865722656
1989-08-01 00:00:00-04:00,351.45001220703125
1989-09-01 00:00:00-04:00,349.1499938964844
1989-10-01 00:00:00-04:00,340.3599853515625
1989-11-01 00:00:00-05:00,345.989990234375
1989-12-01 00:00:00-05:00,353.3999938964844
1990-01-01 00:00:00-05:00,329.0799865722656
1990-02-01 00:00:00-05:00,331.8900146484375
1990-03-01 00:00:00-05:00,339.94000244140625
1990-04-01 00:00:00-05:00,330.79998779296875
1990-05-01 00:00:00-04:00,361.2300109863281
1990-06-01 00:00:00-04:00,358.0199890136719
1990-07-01 00:00:00-04:00,356.1499938964844
1990-08-01 00:00:00-04:00,322.55999755859375
1990-09-01 00:00:00-04:00,306.04998779296875
1990-10-01 00:00:00-04:00,304.0
1990-11-01 00:00:00-05:00,322.2200012207031
1990-12-01 00:00:00-05:00,330.2200012207031
1991-01-01 00:00:00-05:00,343.92999267578125
1991-02-01 00:00:00-05:00,367.07000732421875
1991-03-01 00:00:00-05:00,375.2200012207031
1991-04-01 00:00:00-05:00,375.3399963378906
1991-05-01 00:00:00-04:00,389.8299865722656
1991-06-01 00:00:00-04:00,371.1600036621094
1991-07-01 00:00:00-04:00,387.80999755859375
1991-08-01 00:00:00-04:00,395.42999267578125
1991-09-01 00:00:00-04:00,387.8599853515625
1991-10-01 00:00:00-04:00,392.45001220703125
1991-11-01 00:00:00-05:00,375.2200012207031
1991-12-01 00:00:00-05:00,417.0899963378906
1992-01-01 00:00:00-05:00,408.7799987792969
1992-02-01 00:00:00-05:00,412.70001220703125
1992-03-01 00:00:00-05:00,403.69000244140625
1992-04-01 00:00:00-05:00,414.95001220703125
1992-05-01 00:00:00-04:00,415.3500061035156
1992-06-01 00:00:00-04:00,408.1400146484375
1992-07-01 00:00:00-04:00,424.2099914550781
1992-08-01 00:00:00-04:00,414.0299987792969
1992-09-01 00:00:00-04:00,417.79998779296875
1992-10-01 00:00:00-04:00,418.67999267578125
1992-11-01 00:00:00-05:00,431.3500061035156
1992-12-01 00:00:00-05:00,435.7099914550781
1993-01-01 00:00:00-05:00,438.7799987792969
1993-02-01 00:00:00-05:00,443.3800048828125
1993-03-01 00:00:00-05:00,451.6700134277344
1993-04-01 00:00:00-05:00,440.19000244140625
1993-05-01 00:00:00-04:00,450.19000244140625
1993-06-01 00:00:00-04:00,450.5299987792969
1993-07-01 00:00:00-04:00,448.1300048828125
1993-08-01 00:00:00-04:00,463.55999755859375
1993-09-01 00:00:00-04:00,458.92999267578125
1993-10-01 00:00:00-04:00,467.8299865722656
1993-11-01 00:00:00-05:00,461.7900085449219
1993-12-01 00:00:00-05:00,466.45001220703125
1994-01-01 00:00:00-05:00,481.6099853515625
1994-02-01 00:00:00-05:00,467.1400146484375
1994-03-01 00:00:00-05:00,445.7699890136719
1994-04-01 00:00:00-05:00,450.9100036621094
1994-05-01 00:00:00-04:00,456.5
1994-06-01 00:00:00-04:00,444.2699890136719
1994-07-01 00:00:00-04:00,458.260009765625
1994-08-01 00:00:00-04:00,475.489990234375
1994-09-01 00:00:00-04:00,462.7099914550781
1994-10-01 00:00:00-04:00,472.3500061035156
1994-11-01 00:00:00-05:00,453.69000244140625
1994-12-01 00:00:00-05:00,459.2699890136719
1995-01-01 00:00:00-05:00,470.4200134277344
1995-02-01 00:00:00-05:00,487.3900146484375
1995-03-01 00:00:00-05:00,500.7099914550781
1995-04-01 00:00:00-05:00,514.7100219726562
1995-05-01 00:00:00-04:00,533.4000244140625
1995-06-01 00:00:00-04:00,544.75
1995-07-01 00:00:00-04:00,562.0599975585938
1995-08-01 00:00:00-04:00,561.8800048828125
1995-09-01 00:00:00-04:00,584.4099731445312
1995-10-01 00:00:00-04:00,581.5
1995-11-01 00:00:00-05:00,605.3699951171875
1995-12-01 00:00:00-05:00,615.9299926757812
1996-01-01 00:00:00-05:00,636.02001953125
1996-02-01 00:00:00-05:00,640.4299926757812
1996-03-01 00:00:00-05:00,645.5
1996-04-01 00:00:00-05:00,654.1699829101562
1996-05-01 00:00:00-04:00,669.1199951171875
1996-06-01 00:00:00-04:00,670.6300048828125
1996-07-01 00:00:00-04:00,639.9500122070312
1996-08-01 00:00:00-04:00,651.989990234375
1996-09-01 00:00:00-04:00,687.3300170898438
1996-10-01 00:00:00-04:00,705.27001953125
1996-11-01 00:00:00-05:00,757.02001953125
1996-12-01 00:00:00-05:00,740.739990234375
1997-01-01 00:00:00-05:00,786.1599731445312
1997-02-01 00:00:00-05:00,790.8200073242188
1997-03-01 00:00:00-05:00,757.1199951171875
1997-04-01 00:00:00-05:00,801.3400268554688
1997-05-01 00:00:00-04:00,848.280029296875
1997-06-01 00:00:00-04:00,885.1400146484375
1997-07-01 00:00:00-04:00,954.3099975585938
1997-08-01 00:00:00-04:00,899.469970703125
