Date,Close
1999-01-01 00:00:00-05:00,1739.8399658203125
1999-02-01 00:00:00-05:00,1685.77001953125
1999-03-01 00:00:00-05:00,1753.2099609375
1999-04-01 00:00:00-05:00,1821.1099853515625
1999-05-01 00:00:00-04:00,1778.0999755859375
1999-06-01 00:00:00-04:00,1876.780029296875
1999-07-01 00:00:00-04:00,1818.1800537109375
1999-08-01 00:00:00-04:00,1809.18994140625
1999-09-01 00:00:00-04:00,1759.5899658203125
1999-10-01 00:00:00-04:00,1870.93994140625
1999-11-01 00:00:00-05:00,1908.969970703125
1999-12-01 00:00:00-05:00,2021.4000244140625
2000-01-01 00:00:00-05:00,1919.8399658203125
2000-02-01 00:00:00-05:00,1883.5
2000-03-01 00:00:00-05:00,2067.760009765625
2000-04-01 00:00:00-05:00,2005.550048828125
2000-05-01 00:00:00-04:00,1964.4000244140625
2000-06-01 00:00:00-04:00,2012.8299560546875
2000-07-01 00:00:00-04:00,1981.3599853515625
2000-08-01 00:00:00-04:00,2104.429931640625
2000-09-01 00:00:00-04:00,1993.3299560546875
2000-10-01 00:00:00-04:00,1984.9100341796875
2000-11-01 00:00:00-05:00,1828.4200439453125
2000-12-01 00:00:00-05:00,1837.3699951171875
2001-01-01 00:00:00-05:00,1902.550048828125
2001-02-01 00:00:00-05:00,1729.0799560546875
2001-03-01 00:00:00-05:00,1619.5400390625
2001-04-01 00:00:00-05:00,1745.3900146484375
2001-05-01 00:00:00-04:00,1757.0899658203125
2001-06-01 00:00:00-04:00,1714.3199462890625
2001-07-01 00:00:00-04:00,1697.449951171875
2001-08-01 00:00:00-04:00,1591.1800537109375
2001-09-01 00:00:00-04:00,1462.68994140625
2001-10-01 00:00:00-04:00,1490.5799560546875
2001-11-01 00:00:00-05:00,1604.9200439453125
2001-12-01 00:00:00-05:00,1618.97998046875
2002-01-01 00:00:00-05:00,1595.3499755859375
2002-02-01 00:00:00-05:00,1564.5899658203125
2002-03-01 00:00:00-05:00,1623.4300537109375
2002-04-01 00:00:00-05:00,1525.0
2002-05-01 00:00:00-04:00,1513.77001953125
2002-06-01 00:00:00-04:00,1405.93994140625
2002-07-01 00:00:00-04:00,1296.3399658203125
2002-08-01 00:00:00-04:00,1304.8599853515625
2002-09-01 00:00:00-04:00,1163.0400390625
2002-10-01 00:00:00-04:00,1265.4100341796875
