Date;Yeld_10Y;Price_10Y;Stock_Price;Dividend;E;CAPE;T_Bill;CPI;Dividend_Yeld;Total_Stock_2;Total_Stock
01.04.2019;0,03;4591,89;2854,71;55,70;134,68;29,24;0,02;256,09;0,02;22936,81;22711,82
01.05.2019;0,02;4752,57;2890,17;56,08;134,98;29,28;0,02;256,14;0,02;23259,27;23030,65
01.06.2019;0,02;4820,63;2996,11;56,46;135,27;29,99;0,02;256,57;0,02;24149,74;23911,04
01.07.2019;0,02;4820,04;2897,50;56,84;134,48;28,71;0,02;256,56;0,02;23393,04;23163,11
01.08.2019;0,02;5058,31;2982,16;57,22;133,69;29,23;0,02;256,76;0,02;24115,03;23876,92
01.09.2019;0,02;4981,78;2977,68;57,56;132,90;28,84;0,02;257,35;0,02;24117,62;23879,54
01.10.2019;0,02;4984,22;3104,90;57,90;135,09;29,84;0,02;257,21;0,02;25187,15;24936,93
01.11.2019;0,02;4950,63;3176,75;58,24;137,28;30,33;0,02;256,97;0,02;25809,33;25552,05
01.12.2019;0,02;4895,66;3278,20;58,69;139,47;30,99;0,02;257,97;0,02;26673,32;26406,21
01.01.2020;0,02;5087,71;3277,31;59,13;131,76;30,73;0,02;258,68;0,02;26706,18;26438,75
01.02.2020;0,01;5275,00;2652,39;59,58;124,04;24,82;0,02;258,12;0,02;21654,29;21446,88
01.03.2020;0,01;5496,91;2761,98;59,61;116,33;25,93;0,00;256,39;0,02;22589,48;22371,52
01.04.2020;0,01;5531,75;2919,62;59,65;110,63;27,33;0,00;256,39;0,02;23919,42;23686,46
01.05.2020;0,01;5529,40;3104,66;59,68;104,93;28,84;0,00;257,80;0,02;25476,19;25225,66
01.06.2020;0,01;5527,09;3207,62;59,40;99,23;29,60;0,00;259,10;0,02;26361,66;26101,13
01.07.2020;0,01;5588,73;3391,71;59,13;98,89;31,16;0,00;259,92;0,02;27915,10;27637,04
01.08.2020;0,01;5500,52;3365,52;58,85;98,56;30,84;0,00;260,28;0,02;27739,88;27463,88
01.09.2020;0,01;5519,61;3418,70;58,66;98,22;31,28;0,00;260,39;0,02;28218,54;27937,16
01.10.2020;0,01;5423,40;3548,99;58,47;96,86;32,47;0,00;260,23;0,02;29334,20;29040,23
01.11.2020;0,01;5447,98;3695,31;58,28;95,49;33,77;0,00;260,47;0,02;30583,73;30275,67
01.12.2020;0,01;5405,45;3793,75;58,06;94,13;34,51;0,00;261,58;0,02;31438,49;31120,79
01.01.2021;0,01;5318,51;3883,43;57,85;105,49;35,10;0,00;263,01;0,01;32221,64;31895,11
01.02.2021;0,01;5161,78;3910,51;57,63;116,84;35,04;0,00;264,88;0,01;32486,15;32156,66
01.03.2021;0,02;5027,49;4141,18;57,71;128,20;36,72;0,00;267,05;0,01;34442,35;34090,82
01.04.2021;0,02;5076,01;4167,85;57,79;138,39;36,55;0,00;269,20;0,01;34704,25;34349,79
01.05.2021;0,02;5115,49;4238,49;57,87;148,57;36,70;0,00;271,70;0,01;35332,59;34971,06
01.06.2021;0,01;5183,44;4363,71;58,33;158,76;37,44;0,00;273,00;0,01;36416,99;36043,21
01.07.2021;0,01;5290,98;4454,21;58,79;164,32;37,97;0,00;273,57;0,01;37213,08;36830,31
01.08.2021;0,01;5267,00;4445,54;59,25;169,87;37,62;0,00;274,31;0,01;37181,96;36799,58
01.09.2021;0,02;5166,42;4460,71;59,64;175,43;37,25;0,00;276,59;0,01;37350,35;36966,11
01.10.2021;0,02;5158,76;4667,39;60,02;182,91;38,58;0,00;277,95;0,01;39122,80;38718,48
01.11.2021;0,01;5222,47;4674,77;60,40;190,39;38,30;0,00;278,80;0,01;39226,90;38821,44
01.12.2021;0,02;5185,58;4573,82;60,92;197,87;36,94;0,00;281,15;0,01;38422,35;38026,13
01.01.2022;0,02;5065,45;4435,98;61,45;197,88;35,29;0,00;283,72;0,01;37307,48;36924,09
01.02.2022;0,02;5054,70;4391,27;61,97;197,90;34,27;0,00;287,50;0,01;36974,84;36595,31
01.03.2022;0,02;4844,13;4391,30;62,65;197,91;33,89;0,00;289,11;0,01;37019,07;36639,08
01.04.2022;0,03;4616,89;4040,36;63,34;196,03;30,67;0,01;292,30;0,02;34105,14;33758,88
01.05.2022;0,03;4643,87;3898,95;64,02;194,14;29,05;0,01;296,31;0,02;32956,48;32623,51
01.06.2022;0,03;4603,39;3911,73;64,45;192,26;29,00;0,01;296,28;0,02;33109,93;32775,26
01.07.2022;0,03;4738,44;4158,56;64,89;190,58;30,70;0,02;296,17;0,02;35244,96;34886,02
01.08.2022;0,03;4556,55;3850,52;65,32;188,91;28,23;0,03;296,81;0,02;32680,35;32351,18
01.09.2022;0,04;4314,85;3726,05;65,85;187,23;27,08;0,03;298,01;0,02;31670,52;31353,06
01.10.2022;0,04;4234,47;3917,49;66,39;182,40;28,38;0,04;297,71;0,02;33344,72;33008,20
01.11.2022;0,04;4395,59;3912,38;66,92;177,58;28,32;0,04;296,80;0,02;33348,71;33012,21
01.12.2022;0,04;4337,28;3960,66;67,35;172,75;28,33;0,04;299,17;0,02;33808,05;33466,34
01.01.2023;0,04;4481,05;4079,68;67,78;173,56;28,92;0,05;300,84;0,02;34872,28;34518,42
01.02.2023;0,04;4348,09;3968,56;68,21;174,36;27,94;0,05;301,84;0,02;33970,99;33627,63
01.03.2023;0,03;4521,58;4121,47;68,38;175,17;28,76;0,05;303,36;0,02;35328,66;34969,79
01.04.2023;0,03;4549,79;4146,17;68,54;177,12;28,76;0,05;304,13;0,02;35589,40;35227,59
01.05.2023;0,04;4487,65;4345,37;68,71;179,06;29,94;0,05;305,11;0,02;37348,42;36966,49
01.06.2023;0,04;4438,75;4508,08;68,91;181,01;30,89;0,05;305,69;0,02;38796,20;38397,70
01.07.2023;0,04;4395,09;4457,36;69,11;182,09;30,30;0,05;307,03;0,02;38409,30;38015,33
01.08.2023;0,04;4366,98;4409,10;69,31;183,17;29,80;0,05;307,79;0,02;38043,18;37653,51
01.09.2023;0,05;4209,48;4269,40;69,64;184,25;28,77;0,05;307,67;0,02;36887,93;36511,71
01.10.2023;0,05;4130,51;4460,06;69,97;186,98;30,01;0,05;307,05;0,02;38585,65;38189,98
01.11.2023;0,04;4315,37;4685,05;70,30;189,70;31,45;0,05;306,75;0,02;40582,79;40164,24
01.12.2023;0,04;4503,77;4815,61;70,48;192,43;32,05;0,05;308,42;0,01;41764,62;41332,51
01.01.2024;0,04;4478,09;5011,96;70,65;192,08;33,04;0,05;310,33;0,01;43518,55;43066,32
01.02.2024;0,04;4399,56;5170,57;70,82;191,74;33,75;0,05;312,33;0,01;44947,01;44478,38
01.03.2024;0,04;4432,83;5112,49;71,21;191,39;33,14;0,05;313,55;0,01;44493,71;44030,39
01.04.2024;0,05;4277,66;5235,23;71,59;191,39;33,84;0,05;314,07;0,01;45613,77;45137,58
01.05.2024;0,05;4355,40;5415,14;71,98;191,39;34,96;0,05;314,18;0,01;47233,60;46738,78
01.06.2024;0,04;4423,92;5538,00;71,98;191,39;35,71;0,05;314,23;0,01;48357,60;47849,86
01.07.2024;0,04;4536,57;5446,68;71,98;191,39;35,08;0,05;314,25;0,01;47612,54;47113,48
