Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
1954-09-30,-0.37,-0.37,-0.37,-0.37
1954-10-31,-0.74,-0.74,-0.74,-0.74
1954-11-30,-0.37,-0.37,-0.37,-0.37
1954-12-31,-0.74,-0.74,-0.74,-0.74
1955-01-31,-0.74,-0.74,-0.74,-0.74
1955-02-28,-0.74,-0.74,-0.74,-0.74
1955-03-31,-0.74,-0.74,-0.74,-0.74
1955-04-30,-0.37,-0.37,-0.37,-0.37
1955-05-31,-0.74,-0.74,-0.74,-0.74
1955-06-30,-0.74,-0.74,-0.74,-0.74
1955-07-31,-0.37,-0.37,-0.37,-0.37
1955-08-31,-0.37,-0.37,-0.37,-0.37
1955-09-30,0.37,0.37,0.37,0.37
1955-10-31,0.37,0.37,0.37,0.37
1955-11-30,0.37,0.37,0.37,0.37
1955-12-31,0.37,0.37,0.37,0.37
1956-01-31,0.37,0.37,0.37,0.37
1956-02-29,0.37,0.37,0.37,0.37
1956-03-31,0.37,0.37,0.37,0.37
1956-04-30,0.75,0.75,0.75,0.75
1956-05-31,1.12,1.12,1.12,1.12
1956-06-30,1.87,1.87,1.87,1.87
1956-07-31,2.24,2.24,2.24,2.24
1956-08-31,1.87,1.87,1.87,1.87
1956-09-30,1.86,1.86,1.86,1.86
1956-10-31,2.23,2.23,2.23,2.23
1956-11-30,2.23,2.23,2.23,2.23
1956-12-31,2.99,2.99,2.99,2.99
1957-01-31,2.99,2.99,2.99,2.99
1957-02-28,3.36,3.36,3.36,3.36
1957-03-31,3.73,3.73,3.73,3.73
1957-04-30,3.72,3.72,3.72,3.72
1957-05-31,3.7,3.7,3.7,3.7
1957-06-30,3.31,3.31,3.31,3.31
1957-07-31,3.28,3.28,3.28,3.28
1957-08-31,3.66,3.66,3.66,3.66
1957-09-30,3.28,3.28,3.28,3.28
1957-10-31,2.91,2.91,2.91,2.91
1957-11-30,3.27,3.27,3.27,3.27
1957-12-31,2.9,2.9,2.9,2.9
1958-01-31,3.62,3.62,3.62,3.62
1958-02-28,3.25,3.25,3.25,3.25
1958-03-31,3.6,3.6,3.6,3.6
1958-04-30,3.58,3.58,3.58,3.58
1958-05-31,3.21,3.21,3.21,3.21
1958-06-30,2.85,2.85,2.85,2.85
1958-07-31,2.47,2.47,2.47,2.47
1958-08-31,2.12,2.12,2.12,2.12
1958-09-30,2.12,2.12,2.12,2.12
1958-10-31,2.12,2.12,2.12,2.12
1958-11-30,2.11,2.11,2.11,2.11
1958-12-31,1.76,1.76,1.76,1.76
1959-01-31,1.4,1.4,1.4,1.4
1959-02-28,1.05,1.05,1.05,1.05
1959-03-31,0.35,0.35,0.35,0.35
1959-04-30,0.35,0.35,0.35,0.35
1959-05-31,0.35,0.35,0.35,0.35
1959-06-30,0.69,0.69,0.69,0.69
1959-07-31,0.69,0.69,0.69,0.69
1959-08-31,1.04,1.04,1.04,1.04
1959-09-30,1.38,1.38,1.38,1.38
1959-10-31,1.73,1.73,1.73,1.73
1959-11-30,1.38,1.38,1.38,1.38
1959-12-31,1.73,1.73,1.73,1.73
1960-01-31,1.03,1.03,1.03,1.03
1960-02-29,1.73,1.73,1.73,1.73
1960-03-31,1.73,1.73,1.73,1.73
1960-04-30,1.72,1.72,1.72,1.72
1960-05-31,1.72,1.72,1.72,1.72
1960-06-30,1.72,1.72,1.72,1.72
1960-07-31,1.37,1.37,1.37,1.37
1960-08-31,1.37,1.37,1.37,1.37
1960-09-30,1.02,1.02,1.02,1.02
1960-10-31,1.36,1.36,1.36,1.36
1960-11-30,1.36,1.36,1.36,1.36
1960-12-31,1.36,1.36,1.36,1.36
1961-01-31,1.71,1.71,1.71,1.71
1961-02-28,1.36,1.36,1.36,1.36
1961-03-31,1.36,1.36,1.36,1.36
1961-04-30,1.02,1.02,1.02,1.02
1961-05-31,1.02,1.02,1.02,1.02
1961-06-30,0.68,0.68,0.68,0.68
1961-07-31,1.35,1.35,1.35,1.35
1961-08-31,1.01,1.01,1.01,1.01
1961-09-30,1.35,1.35,1.35,1.35
1961-10-31,0.67,0.67,0.67,0.67
1961-11-30,0.67,0.67,0.67,0.67
1961-12-31,0.67,0.67,0.67,0.67
1962-01-31,0.67,0.67,0.67,0.67
1962-02-28,1.01,1.01,1.01,1.01
1962-03-31,1.01,1.01,1.01,1.01
1962-04-30,1.34,1.34,1.34,1.34
1962-05-31,1.34,1.34,1.34,1.34
1962-06-30,1.34,1.34,1.34,1.34
1962-07-31,1,1,1,1
1962-08-31,1.34,1.34,1.34,1.34
1962-09-30,1.33,1.33,1.33,1.33
1962-10-31,1.33,1.33,1.33,1.33
1962-11-30,1.33,1.33,1.33,1.33
1962-12-31,1.33,1.33,1.33,1.33
1963-01-31,1.33,1.33,1.33,1.33
1963-02-28,1,1,1,1
1963-03-31,1.33,1.33,1.33,1.33
1963-04-30,0.99,0.99,0.99,0.99
1963-05-31,0.99,0.99,0.99,0.99
1963-06-30,1.32,1.32,1.32,1.32
1963-07-31,1.32,1.32,1.32,1.32
1963-08-31,1.32,1.32,1.32,1.32
1963-09-30,0.99,0.99,0.99,0.99
1963-10-31,1.32,1.32,1.32,1.32
1963-11-30,1.32,1.32,1.32,1.32
1963-12-31,1.64,1.64,1.64,1.64
1964-01-31,1.64,1.64,1.64,1.64
1964-02-29,1.64,1.64,1.64,1.64
1964-03-31,1.31,1.31,1.31,1.31
1964-04-30,1.31,1.31,1.31,1.31
1964-05-31,1.31,1.31,1.31,1.31
1964-06-30,1.31,1.31,1.31,1.31
1964-07-31,1.3,1.3,1.3,1.3
1964-08-31,0.98,0.98,0.98,0.98
1964-09-30,1.3,1.3,1.3,1.3
1964-10-31,0.97,0.97,0.97,0.97
1964-11-30,1.3,1.3,1.3,1.3
1964-12-31,0.97,0.97,0.97,0.97
1965-01-31,0.97,0.97,0.97,0.97
1965-02-28,0.97,0.97,0.97,0.97
1965-03-31,1.29,1.29,1.29,1.29
1965-04-30,1.62,1.62,1.62,1.62
1965-05-31,1.62,1.62,1.62,1.62
1965-06-30,1.94,1.94,1.94,1.94
1965-07-31,1.61,1.61,1.61,1.61
1965-08-31,1.94,1.94,1.94,1.94
1965-09-30,1.61,1.61,1.61,1.61
1965-10-31,1.93,1.93,1.93,1.93
1965-11-30,1.6,1.6,1.6,1.6
1965-12-31,1.92,1.92,1.92,1.92
1966-01-31,1.92,1.92,1.92,1.92
1966-02-28,2.56,2.56,2.56,2.56
1966-03-31,2.56,2.56,2.56,2.56
1966-04-30,2.87,2.87,2.87,2.87
1966-05-31,2.87,2.87,2.87,2.87
1966-06-30,2.53,2.53,2.53,2.53
1966-07-31,2.85,2.85,2.85,2.85
1966-08-31,3.48,3.48,3.48,3.48
1966-09-30,3.48,3.48,3.48,3.48
1966-10-31,3.79,3.79,3.79,3.79
1966-11-30,3.79,3.79,3.79,3.79
1966-12-31,3.46,3.46,3.46,3.46
1967-01-31,3.46,3.46,3.46,3.46
1967-02-28,2.81,2.81,2.81,2.81
1967-03-31,2.8,2.8,2.8,2.8
1967-04-30,2.48,2.48,2.48,2.48
1967-05-31,2.79,2.79,2.79,2.79
1967-06-30,2.78,2.78,2.78,2.78
1967-07-31,2.77,2.77,2.77,2.77
1967-08-31,2.45,2.45,2.45,2.45
1967-09-30,2.75,2.75,2.75,2.75
1967-10-31,2.43,2.43,2.43,2.43
1967-11-30,2.74,2.74,2.74,2.74
1967-12-31,3.04,3.04,3.04,3.04
1968-01-31,3.65,3.65,3.65,3.65
1968-02-29,3.95,3.95,3.95,3.95
1968-03-31,3.94,3.94,3.94,3.94
1968-04-30,3.93,3.93,3.93,3.93
1968-05-31,3.92,3.92,3.92,3.92
1968-06-30,4.2,4.2,4.2,4.2
1968-07-31,4.49,4.49,4.49,4.49
1968-08-31,4.48,4.48,4.48,4.48
1968-09-30,4.46,4.46,4.46,4.46
1968-10-31,4.75,4.75,4.75,4.75
1968-11-30,4.73,4.73,4.73,4.73
1968-12-31,4.72,4.72,4.72,4.72
1969-01-31,4.4,4.4,4.4,4.4
1969-02-28,4.68,4.68,4.68,4.68
1969-03-31,5.25,5.25,5.25,5.25
1969-04-30,5.52,5.52,5.52,5.52
1969-05-31,5.51,5.51,5.51,5.51
1969-06-30,5.48,5.48,5.48,5.48
1969-07-31,5.44,5.44,5.44,5.44
1969-08-31,5.71,5.71,5.71,5.71
1969-09-30,5.7,5.7,5.7,5.7
1969-10-31,5.67,5.67,5.67,5.67
1969-11-30,5.93,5.93,5.93,5.93
1969-12-31,6.2,6.2,6.2,6.2
1970-01-31,6.18,6.18,6.18,6.18
1970-02-28,6.15,6.15,6.15,6.15
1970-03-31,5.82,5.82,5.82,5.82
1970-04-30,6.06,6.06,6.06,6.06
1970-05-31,6.04,6.04,6.04,6.04
1970-06-30,6.01,6.01,6.01,6.01
1970-07-31,5.98,5.98,5.98,5.98
1970-08-31,5.41,5.41,5.41,5.41
1970-09-30,5.66,5.66,5.66,5.66
1970-10-31,5.63,5.63,5.63,5.63
1970-11-30,5.6,5.6,5.6,5.6
1970-12-31,5.57,5.57,5.57,5.57
1971-01-31,5.29,5.29,5.29,5.29
1971-02-28,5,5,5,5
1971-03-31,4.71,4.71,4.71,4.71
1971-04-30,4.16,4.16,4.16,4.16
1971-05-31,4.4,4.4,4.4,4.4
1971-06-30,4.64,4.64,4.64,4.64
1971-07-31,4.36,4.36,4.36,4.36
1971-08-31,4.62,4.62,4.62,4.62
1971-09-30,4.08,4.08,4.08,4.08
1971-10-31,3.81,3.81,3.81,3.81
1971-11-30,3.28,3.28,3.28,3.28
1971-12-31,3.27,3.27,3.27,3.27
1972-01-31,3.27,3.27,3.27,3.27
1972-02-29,3.51,3.51,3.51,3.51
1972-03-31,3.5,3.5,3.5,3.5
1972-04-30,3.49,3.49,3.49,3.49
1972-05-31,3.23,3.23,3.23,3.23
1972-06-30,2.71,2.71,2.71,2.71
1972-07-31,2.95,2.95,2.95,2.95
1972-08-31,2.94,2.94,2.94,2.94
1972-09-30,3.19,3.19,3.19,3.19
1972-10-31,3.42,3.42,3.42,3.42
1972-11-30,3.67,3.67,3.67,3.67
1972-12-31,3.41,3.41,3.41,3.41
1973-01-31,3.65,3.65,3.65,3.65
1973-02-28,3.87,3.87,3.87,3.87
1973-03-31,4.59,4.59,4.59,4.59
1973-04-30,5.06,5.06,5.06,5.06
1973-05-31,5.53,5.53,5.53,5.53
1973-06-30,6,6,6,6
1973-07-31,5.73,5.73,5.73,5.73
1973-08-31,7.38,7.38,7.38,7.38
1973-09-30,7.36,7.36,7.36,7.36
1973-10-31,7.8,7.8,7.8,7.8
1973-11-30,8.25,8.25,8.25,8.25
1973-12-31,8.71,8.71,8.71,8.71
1974-01-31,9.39,9.39,9.39,9.39
1974-02-28,10.02,10.02,10.02,10.02
1974-03-31,10.39,10.39,10.39,10.39
1974-04-30,10.09,10.09,10.09,10.09
1974-05-31,10.71,10.71,10.71,10.71
1974-06-30,10.86,10.86,10.86,10.86
1974-07-31,11.51,11.51,11.51,11.51
1974-08-31,10.86,10.86,10.86,10.86
1974-09-30,11.95,11.95,11.95,11.95
1974-10-31,12.06,12.06,12.06,12.06
1974-11-30,12.2,12.2,12.2,12.2
1974-12-31,12.34,12.34,12.34,12.34
1975-01-31,11.8,11.8,11.8,11.8
1975-02-28,11.23,11.23,11.23,11.23
1975-03-31,10.25,10.25,10.25,10.25
1975-04-30,10.21,10.21,10.21,10.21
1975-05-31,9.47,9.47,9.47,9.47
1975-06-30,9.39,9.39,9.39,9.39
1975-07-31,9.72,9.72,9.72,9.72
1975-08-31,8.6,8.6,8.6,8.6
1975-09-30,7.91,7.91,7.91,7.91
1975-10-31,7.44,7.44,7.44,7.44
1975-11-30,7.38,7.38,7.38,7.38
1975-12-31,6.94,6.94,6.94,6.94
1976-01-31,6.72,6.72,6.72,6.72
1976-02-29,6.29,6.29,6.29,6.29
1976-03-31,6.07,6.07,6.07,6.07
1976-04-30,6.05,6.05,6.05,6.05
1976-05-31,6.2,6.2,6.2,6.2
1976-06-30,5.97,5.97,5.97,5.97
1976-07-31,5.35,5.35,5.35,5.35
1976-08-31,5.71,5.71,5.71,5.71
1976-09-30,5.49,5.49,5.49,5.49
1976-10-31,5.46,5.46,5.46,5.46
1976-11-30,4.88,4.88,4.88,4.88
1976-12-31,4.86,4.86,4.86,4.86
1977-01-31,5.22,5.22,5.22,5.22
1977-02-28,5.91,5.91,5.91,5.91
1977-03-31,6.44,6.44,6.44,6.44
1977-04-30,6.95,6.95,6.95,6.95
1977-05-31,6.73,6.73,6.73,6.73
1977-06-30,6.87,6.87,6.87,6.87
1977-07-31,6.83,6.83,6.83,6.83
1977-08-31,6.62,6.62,6.62,6.62
1977-09-30,6.6,6.6,6.6,6.6
1977-10-31,6.39,6.39,6.39,6.39
1977-11-30,6.72,6.72,6.72,6.72
1977-12-31,6.7,6.7,6.7,6.7
1978-01-31,6.84,6.84,6.84,6.84
1978-02-28,6.43,6.43,6.43,6.43
1978-03-31,6.55,6.55,6.55,6.55
1978-04-30,6.5,6.5,6.5,6.5
1978-05-31,6.97,6.97,6.97,6.97
1978-06-30,7.41,7.41,7.41,7.41
1978-07-31,7.7,7.7,7.7,7.7
1978-08-31,7.84,7.84,7.84,7.84
1978-09-30,8.31,8.31,8.31,8.31
1978-10-31,8.93,8.93,8.93,8.93
1978-11-30,8.89,8.89,8.89,8.89
1978-12-31,9.02,9.02,9.02,9.02
1979-01-31,9.28,9.28,9.28,9.28
1979-02-28,9.86,9.86,9.86,9.86
1979-03-31,10.09,10.09,10.09,10.09
1979-04-30,10.49,10.49,10.49,10.49
1979-05-31,10.85,10.85,10.85,10.85
1979-06-30,10.89,10.89,10.89,10.89
1979-07-31,11.26,11.26,11.26,11.26
1979-08-31,11.82,11.82,11.82,11.82
1979-09-30,12.18,12.18,12.18,12.18
1979-10-31,12.07,12.07,12.07,12.07
1979-11-30,12.61,12.61,12.61,12.61
1979-12-31,13.29,13.29,13.29,13.29
1980-01-31,13.91,13.91,13.91,13.91
1980-02-29,14.18,14.18,14.18,14.18
1980-03-31,14.76,14.76,14.76,14.76
1980-04-30,14.73,14.73,14.73,14.73
1980-05-31,14.41,14.41,14.41,14.41
1980-06-30,14.38,14.38,14.38,14.38
1980-07-31,13.13,13.13,13.13,13.13
1980-08-31,12.87,12.87,12.87,12.87
1980-09-30,12.6,12.6,12.6,12.6
1980-10-31,12.77,12.77,12.77,12.77
1980-11-30,12.65,12.65,12.65,12.65
1980-12-31,12.52,12.52,12.52,12.52
1981-01-31,11.83,11.83,11.83,11.83
1981-02-28,11.41,11.41,11.41,11.41
1981-03-31,10.49,10.49,10.49,10.49
1981-04-30,10,10,10,10
1981-05-31,9.78,9.78,9.78,9.78
1981-06-30,9.55,9.55,9.55,9.55
1981-07-31,10.76,10.76,10.76,10.76
1981-08-31,10.8,10.8,10.8,10.8
1981-09-30,10.95,10.95,10.95,10.95
1981-10-31,10.14,10.14,10.14,10.14
1981-11-30,9.59,9.59,9.59,9.59
1981-12-31,8.92,8.92,8.92,8.92
1982-01-31,8.39,8.39,8.39,8.39
1982-02-28,7.62,7.62,7.62,7.62
1982-03-31,6.78,6.78,6.78,6.78
1982-04-30,6.51,6.51,6.51,6.51
1982-05-31,6.68,6.68,6.68,6.68
1982-06-30,7.06,7.06,7.06,7.06
1982-07-31,6.44,6.44,6.44,6.44
1982-08-31,5.85,5.85,5.85,5.85
1982-09-30,5.04,5.04,5.04,5.04
1982-10-31,5.14,5.14,5.14,5.14
1982-11-30,4.59,4.59,4.59,4.59
1982-12-31,3.83,3.83,3.83,3.83
1983-01-31,3.71,3.71,3.71,3.71
1983-02-28,3.49,3.49,3.49,3.49
1983-03-31,3.6,3.6,3.6,3.6
1983-04-30,3.9,3.9,3.9,3.9
1983-05-31,3.55,3.55,3.55,3.55
1983-06-30,2.58,2.58,2.58,2.58
1983-07-31,2.46,2.46,2.46,2.46
1983-08-31,2.56,2.56,2.56,2.56
1983-09-30,2.86,2.86,2.86,2.86
1983-10-31,2.85,2.85,2.85,2.85
1983-11-30,3.27,3.27,3.27,3.27
1983-12-31,3.79,3.79,3.79,3.79
1984-01-31,4.19,4.19,4.19,4.19
1984-02-29,4.6,4.6,4.6,4.6
1984-03-31,4.8,4.8,4.8,4.8
1984-04-30,4.56,4.56,4.56,4.56
1984-05-31,4.23,4.23,4.23,4.23
1984-06-30,4.22,4.22,4.22,4.22
1984-07-31,4.2,4.2,4.2,4.2
1984-08-31,4.29,4.29,4.29,4.29
1984-09-30,4.27,4.27,4.27,4.27
1984-10-31,4.26,4.26,4.26,4.26
1984-11-30,4.05,4.05,4.05,4.05
1984-12-31,3.95,3.95,3.95,3.95
1985-01-31,3.53,3.53,3.53,3.53
1985-02-28,3.52,3.52,3.52,3.52
1985-03-31,3.7,3.7,3.7,3.7
1985-04-30,3.69,3.69,3.69,3.69
1985-05-31,3.77,3.77,3.77,3.77
1985-06-30,3.76,3.76,3.76,3.76
1985-07-31,3.55,3.55,3.55,3.55
1985-08-31,3.35,3.35,3.35,3.35
1985-09-30,3.14,3.14,3.14,3.14
1985-10-31,3.23,3.23,3.23,3.23
1985-11-30,3.51,3.51,3.51,3.51
1985-12-31,3.8,3.8,3.8,3.8
1986-01-31,3.89,3.89,3.89,3.89
1986-02-28,3.11,3.11,3.11,3.11
1986-03-31,2.26,2.26,2.26,2.26
1986-04-30,1.59,1.59,1.59,1.59
1986-05-31,1.49,1.49,1.49,1.49
1986-06-30,1.77,1.77,1.77,1.77
1986-07-31,1.58,1.58,1.58,1.58
1986-08-31,1.57,1.57,1.57,1.57
1986-09-30,1.75,1.75,1.75,1.75
1986-10-31,1.47,1.47,1.47,1.47
1986-11-30,1.28,1.28,1.28,1.28
1986-12-31,1.1,1.1,1.1,1.1
1987-01-31,1.46,1.46,1.46,1.46
1987-02-28,2.1,2.1,2.1,2.1
1987-03-31,3.03,3.03,3.03,3.03
1987-04-30,3.78,3.78,3.78,3.78
1987-05-31,3.86,3.86,3.86,3.86
1987-06-30,3.65,3.65,3.65,3.65
1987-07-31,3.93,3.93,3.93,3.93
1987-08-31,4.28,4.28,4.28,4.28
1987-09-30,4.36,4.36,4.36,4.36
1987-10-31,4.53,4.53,4.53,4.53
1987-11-30,4.53,4.53,4.53,4.53
1987-12-31,4.43,4.43,4.43,4.43
1988-01-31,4.05,4.05,4.05,4.05
1988-02-29,3.94,3.94,3.94,3.94
1988-03-31,3.93,3.93,3.93,3.93
1988-04-30,3.9,3.9,3.9,3.9
1988-05-31,3.89,3.89,3.89,3.89
1988-06-30,3.96,3.96,3.96,3.96
1988-07-31,4.13,4.13,4.13,4.13
1988-08-31,4.02,4.02,4.02,4.02
1988-09-30,4.17,4.17,4.17,4.17
1988-10-31,4.25,4.25,4.25,4.25
1988-11-30,4.25,4.25,4.25,4.25
1988-12-31,4.42,4.42,4.42,4.42
1989-01-31,4.67,4.67,4.67,4.67
1989-02-28,4.83,4.83,4.83,4.83
1989-03-31,4.98,4.98,4.98,4.98
1989-04-30,5.12,5.12,5.12,5.12
1989-05-31,5.36,5.36,5.36,5.36
1989-06-30,5.17,5.17,5.17,5.17
1989-07-31,4.98,4.98,4.98,4.98
1989-08-31,4.71,4.71,4.71,4.71
1989-09-30,4.34,4.34,4.34,4.34
1989-10-31,4.49,4.49,4.49,4.49
1989-11-30,4.66,4.66,4.66,4.66
1989-12-31,4.65,4.65,4.65,4.65
1990-01-31,5.2,5.2,5.2,5.2
1990-02-28,5.26,5.26,5.26,5.26
1990-03-31,5.23,5.23,5.23,5.23
1990-04-30,4.71,4.71,4.71,4.71
1990-05-31,4.36,4.36,4.36,4.36
1990-06-30,4.67,4.67,4.67,4.67
1990-07-31,4.82,4.82,4.82,4.82
1990-08-31,5.62,5.62,5.62,5.62
1990-09-30,6.16,6.16,6.16,6.16
1990-10-31,6.29,6.29,6.29,6.29
1990-11-30,6.27,6.27,6.27,6.27
1990-12-31,6.11,6.11,6.11,6.11
1991-01-31,5.65,5.65,5.65,5.65
1991-02-28,5.31,5.31,5.31,5.31
1991-03-31,4.9,4.9,4.9,4.9
1991-04-30,4.89,4.89,4.89,4.89
1991-05-31,4.95,4.95,4.95,4.95
1991-06-30,4.7,4.7,4.7,4.7
1991-07-31,4.45,4.45,4.45,4.45
1991-08-31,3.8,3.8,3.8,3.8
1991-09-30,3.39,3.39,3.39,3.39
1991-10-31,2.92,2.92,2.92,2.92
1991-11-30,2.99,2.99,2.99,2.99
1991-12-31,3.06,3.06,3.06,3.06
1992-01-31,2.6,2.6,2.6,2.6
1992-02-29,2.82,2.82,2.82,2.82
1992-03-31,3.19,3.19,3.19,3.19
1992-04-30,3.18,3.18,3.18,3.18
1992-05-31,3.02,3.02,3.02,3.02
1992-06-30,3.09,3.09,3.09,3.09
1992-07-31,3.16,3.16,3.16,3.16
1992-08-31,3.15,3.15,3.15,3.15
1992-09-30,2.99,2.99,2.99,2.99
1992-10-31,3.2,3.2,3.2,3.2
1992-11-30,3.05,3.05,3.05,3.05
1992-12-31,2.9,2.9,2.9,2.9
1993-01-31,3.26,3.26,3.26,3.26
1993-02-28,3.25,3.25,3.25,3.25
1993-03-31,3.09,3.09,3.09,3.09
1993-04-30,3.23,3.23,3.23,3.23
1993-05-31,3.22,3.22,3.22,3.22
1993-06-30,3,3,3,3
1993-07-31,2.78,2.78,2.78,2.78
1993-08-31,2.77,2.77,2.77,2.77
1993-09-30,2.69,2.69,2.69,2.69
1993-10-31,2.75,2.75,2.75,2.75
1993-11-30,2.68,2.68,2.68,2.68
1993-12-31,2.75,2.75,2.75,2.75
1994-01-31,2.52,2.52,2.52,2.52
1994-02-28,2.52,2.52,2.52,2.52
1994-03-31,2.51,2.51,2.51,2.51
1994-04-30,2.36,2.36,2.36,2.36
1994-05-31,2.29,2.29,2.29,2.29
1994-06-30,2.49,2.49,2.49,2.49
1994-07-31,2.77,2.77,2.77,2.77
1994-08-31,2.9,2.9,2.9,2.9
1994-09-30,2.96,2.96,2.96,2.96
1994-10-31,2.61,2.61,2.61,2.61
1994-11-30,2.67,2.67,2.67,2.67
1994-12-31,2.67,2.67,2.67,2.67
1995-01-31,2.8,2.8,2.8,2.8
1995-02-28,2.86,2.86,2.86,2.86
1995-03-31,2.85,2.85,2.85,2.85
1995-04-30,3.05,3.05,3.05,3.05
1995-05-31,3.19,3.19,3.19,3.19
1995-06-30,3.04,3.04,3.04,3.04
1995-07-31,2.76,2.76,2.76,2.76
1995-08-31,2.62,2.62,2.62,2.62
1995-09-30,2.54,2.54,2.54,2.54
1995-10-31,2.81,2.81,2.81,2.81
1995-11-30,2.61,2.61,2.61,2.61
1995-12-31,2.54,2.54,2.54,2.54
1996-01-31,2.73,2.73,2.73,2.73
1996-02-29,2.65,2.65,2.65,2.65
1996-03-31,2.84,2.84,2.84,2.84
1996-04-30,2.9,2.9,2.9,2.9
1996-05-31,2.89,2.89,2.89,2.89
1996-06-30,2.75,2.75,2.75,2.75
1996-07-31,2.95,2.95,2.95,2.95
1996-08-31,2.88,2.88,2.88,2.88
1996-09-30,3,3,3,3
1996-10-31,2.99,2.99,2.99,2.99
1996-11-30,3.26,3.26,3.26,3.26
1996-12-31,3.32,3.32,3.32,3.32
1997-01-31,3.04,3.04,3.04,3.04
1997-02-28,3.03,3.03,3.03,3.03
1997-03-31,2.76,2.76,2.76,2.76
1997-04-30,2.5,2.5,2.5,2.5
1997-05-31,2.23,2.23,2.23,2.23
1997-06-30,2.3,2.3,2.3,2.3
1997-07-31,2.23,2.23,2.23,2.23
1997-08-31,2.23,2.23,2.23,2.23
1997-09-30,2.15,2.15,2.15,2.15
1997-10-31,2.08,2.08,2.08,2.08
1997-11-30,1.83,1.83,1.83,1.83
1997-12-31,1.7,1.7,1.7,1.7
1998-01-31,1.57,1.57,1.57,1.57
1998-02-28,1.44,1.44,1.44,1.44
1998-03-31,1.37,1.37,1.37,1.37
1998-04-30,1.44,1.44,1.44,1.44
1998-05-31,1.69,1.69,1.69,1.69
1998-06-30,1.68,1.68,1.68,1.68
1998-07-31,1.68,1.68,1.68,1.68
1998-08-31,1.62,1.62,1.62,1.62
1998-09-30,1.49,1.49,1.49,1.49
1998-10-31,1.49,1.49,1.49,1.49
1998-11-30,1.55,1.55,1.55,1.55
1998-12-31,1.61,1.61,1.61,1.61
1999-01-31,1.67,1.67,1.67,1.67
1999-02-28,1.61,1.61,1.61,1.61
1999-03-31,1.73,1.73,1.73,1.73
1999-04-30,2.28,2.28,2.28,2.28
1999-05-31,2.09,2.09,2.09,2.09
1999-06-30,1.96,1.96,1.96,1.96
1999-07-31,2.14,2.14,2.14,2.14
1999-08-31,2.26,2.26,2.26,2.26
1999-09-30,2.63,2.63,2.63,2.63
1999-10-31,2.56,2.56,2.56,2.56
1999-11-30,2.62,2.62,2.62,2.62
1999-12-31,2.68,2.68,2.68,2.68
2000-01-31,2.74,2.74,2.74,2.74
2000-02-29,3.22,3.22,3.22,3.22
2000-03-31,3.76,3.76,3.76,3.76
2000-04-30,3.07,3.07,3.07,3.07
2000-05-31,3.19,3.19,3.19,3.19
2000-06-30,3.73,3.73,3.73,3.73
2000-07-31,3.66,3.66,3.66,3.66
2000-08-31,3.41,3.41,3.41,3.41
2000-09-30,3.45,3.45,3.45,3.45
2000-10-31,3.45,3.45,3.45,3.45
2000-11-30,3.45,3.45,3.45,3.45
2000-12-31,3.39,3.39,3.39,3.39
2001-01-31,3.73,3.73,3.73,3.73
2001-02-28,3.53,3.53,3.53,3.53
2001-03-31,2.92,2.92,2.92,2.92
2001-04-30,3.27,3.27,3.27,3.27
2001-05-31,3.62,3.62,3.62,3.62
2001-06-30,3.25,3.25,3.25,3.25
2001-07-31,2.72,2.72,2.72,2.72
2001-08-31,2.72,2.72,2.72,2.72
2001-09-30,2.65,2.65,2.65,2.65
2001-10-31,2.13,2.13,2.13,2.13
2001-11-30,1.9,1.9,1.9,1.9
2001-12-31,1.55,1.55,1.55,1.55
2002-01-31,1.14,1.14,1.14,1.14
2002-02-28,1.14,1.14,1.14,1.14
2002-03-31,1.48,1.48,1.48,1.48
2002-04-30,1.64,1.64,1.64,1.64
2002-05-31,1.18,1.18,1.18,1.18
2002-06-30,1.07,1.07,1.07,1.07
2002-07-31,1.46,1.46,1.46,1.46
2002-08-31,1.8,1.8,1.8,1.8
2002-09-30,1.51,1.51,1.51,1.51
2002-10-31,2.03,2.03,2.03,2.03
2002-11-30,2.2,2.2,2.2,2.2
2002-12-31,2.38,2.38,2.38,2.38
2003-01-31,2.6,2.6,2.6,2.6
2003-02-28,2.98,2.98,2.98,2.98
2003-03-31,3.02,3.02,3.02,3.02
2003-04-30,2.22,2.22,2.22,2.22
2003-05-31,2.06,2.06,2.06,2.06
2003-06-30,2.11,2.11,2.11,2.11
2003-07-31,2.11,2.11,2.11,2.11
2003-08-31,2.16,2.16,2.16,2.16
2003-09-30,2.32,2.32,2.32,2.32
2003-10-31,2.04,2.04,2.04,2.04
2003-11-30,1.77,1.77,1.77,1.77
2003-12-31,1.88,1.88,1.88,1.88
2004-01-31,1.93,1.93,1.93,1.93
2004-02-29,1.69,1.69,1.69,1.69
2004-03-31,1.74,1.74,1.74,1.74
2004-04-30,2.29,2.29,2.29,2.29
2004-05-31,3.05,3.05,3.05,3.05
2004-06-30,3.27,3.27,3.27,3.27
2004-07-31,2.99,2.99,2.99,2.99
2004-08-31,2.65,2.65,2.65,2.65
2004-09-30,2.54,2.54,2.54,2.54
2004-10-31,3.19,3.19,3.19,3.19
2004-11-30,3.52,3.52,3.52,3.52
2004-12-31,3.26,3.26,3.26,3.26
2005-01-31,2.97,2.97,2.97,2.97
2005-02-28,3.01,3.01,3.01,3.01
2005-03-31,3.15,3.15,3.15,3.15
