Date;ACWI_Net;USDPLN;ACWI_Net_PLN;CPI_USA;CPI_PLN;WIBOR3m;10yPL;TBSP
31.03.2013;560,6304;3,2566;1825,749;98,2094;100,5291;0,0339;0,03949;1475,08
30.04.2013;576,6461;3,1593;1821,798;98,1073;100,9361;0,0308;0,03262;1519,06
31.05.2013;575,0642;3,2935;1893,9739;98,282;100,8547;0,0274;0,03616;1504,57
30.06.2013;558,2557;3,3291;1858,4891;98,5178;100,8547;0,0273;0,04346;1469,95
31.07.2013;584,9808;3,2018;1872,9915;98,5566;101,1803;0,027;0,041;1490,43
31.08.2013;572,7931;3,2311;1850,7518;98,6752;100,8547;0,027;0,04458;1473,91
30.09.2013;602,3785;3,119;1878,8185;98,79;100,9361;0,0267;0,04499;1477,42
31.10.2013;626,5896;3,0753;1926,951;98,5356;101,0989;0,0266;0,04218;1502,11
30.11.2013;635,4635;3,0931;1965,5522;98,3343;100,9361;0,0265;0,04515;1491,73
31.12.2013;646,4263;3,018;1950,9146;98,3259;101,0175;0,0271;0,04356;1503,62
31.01.2014;620,569;3,1495;1954,4821;98,6917;101,0989;0,0271;0,04756;1486,15
28.02.2014;650,5472;3,0102;1958,2772;99,0566;101,1803;0,0271;0,04381;1508,39
31.03.2014;653,4397;3,02;1973,3879;99,6945;101,2617;0,0271;0,04234;1519,4
30.04.2014;659,6603;3,0276;1997,1875;100,0232;101,2617;0,0272;0,04045;1533,77
31.05.2014;673,6906;3,0321;2042,6973;100,3725;101,1803;0,0272;0,03702;1553,96
30.06.2014;686,3747;3,0328;2081,6372;100,5595;101,1803;0,0268;0,03462;1572,8
31.07.2014;678,0508;3,1173;2113,6878;100,5202;101,0175;0,0267;0,03438;1578,1
31.08.2014;693,0274;3,2009;2218,3114;100,3523;100,6105;0,0259;0,03134;1599,98
30.09.2014;670,5553;3,3059;2216,7888;100,4278;100,6105;0,0228;0,0307;1613,72
31.10.2014;675,2761;3,3746;2278,7867;100,1755;100,6105;0,0196;0,02562;1643,73
30.11.2014;686,5711;3,3602;2307,0162;99,6346;100,4477;0,0206;0,02397;1651,45
31.12.2014;673,3228;3,5412;2384,3707;99,0697;100,1221;0,0206;0,02531;1645,73
31.01.2015;662,7956;3,7028;2454,1995;98,6035;99,9593;0,02;0,0199;1679,35
28.02.2015;699,6944;3,7052;2592,5077;99,0317;99,8779;0,0181;0,02176;1670,02
31.03.2015;688,8529;3,79365;2613,2668;99,6211;100,0407;0,0165;0,02331;1668,12
30.04.2015;708,8396;3,6039;2554,587;99,8236;100,4477;0,0165;0,02617;1654,85
31.05.2015;707,9147;3,7438;2650,2911;100,3325;100,4477;0,0168;0,02952;1642,13
30.06.2015;691,249;3,76151;2600,14;100,6839;100,4477;0,0172;0,03337;1627,12
31.07.2015;697,2518;3,7728;2630,5916;100,6907;100,3663;0,0172;0,02956;1650,22
31.08.2015;649,4545;3,7738;2450,9114;100,5481;99,9593;0,0172;0,02961;1652,59
30.09.2015;625,9254;3,80065;2378,9234;100,3915;99,6337;0,0173;0,02852;1661,3
31.10.2015;675,0512;3,8626;2607,4528;100,3464;99,7151;0,0173;0,0268;1679,69
30.11.2015;669,4769;4,03783;2703,2339;100,1346;99,6337;0,0173;0,02679;1681,98
31.12.2015;657,4035;3,92555;2580,6703;99,7924;99,4709;0,0172;0,02939;1673,34
31.01.2016;617,7551;4,07996;2520,4161;99,9574;98,9825;0,017;0,03153;1677,37
29.02.2016;613,5056;3,99756;2452,5254;100,0397;98,9011;0,0168;0,02946;1691,2
31.03.2016;658,9711;3,72815;2456,7431;100,4704;98,9825;0,0167;0,02828;1698,4
30.04.2016;668,6984;3,8206;2554,8291;100,9468;99,3081;0,0167;0,0307;1690,73
31.05.2016;669,5412;3,94105;2638,6953;101,3552;99,3895;0,0168;0,03113;1688,95
30.06.2016;665,4881;3,93833;2620,9117;101,6881;99,5523;0,0171;0,02941;1702,65
31.07.2016;694,1665;3,89642;2704,7642;101,5235;99,2267;0,0171;0,02922;1704,3
31.08.2016;696,5019;3,91011;2723,399;101,6168;99,0639;0,0171;0,02784;1714,32
30.09.2016;700,7692;3,82375;2679,5662;101,861;99,0639;0,0171;0,02919;1707,51
31.10.2016;688,8744;3,92543;2704,1282;101,988;99,5523;0,0172;0,03115;1699,87
30.11.2016;694,1094;4,20465;2918,4871;101,8294;99,6337;0,0173;0,03646;1674,77
31.12.2016;709,1039;4,18547;2967,9331;101,8627;100,3663;0,0173;0,03631;1677,54
31.01.2017;728,4942;4,00257;2915,849;102,4564;100,7733;0,0173;0,03872;1675,33
28.02.2017;748,9308;4,0722;3049,796;102,7787;101,0989;0,0173;0,03821;1681,85
31.03.2017;758,0903;3,96555;3006,245;102,8622;101,0175;0,0173;0,03507;1704,2
30.04.2017;769,9066;3,8792;2986,6217;103,1673;101,3431;0,0173;0,03442;1709,72
31.05.2017;786,908;3,71934;2926,7784;103,2555;101,3431;0,0173;0,03246;1726,53
30.06.2017;790,4861;3,7054;2929,0672;103,3491;101,1803;0,0173;0,03307;1728,79
31.07.2017;812,5761;3,59473;2920,9917;103,2778;101,0175;0,0173;0,03386;1730,99
31.08.2017;815,6899;3,5632;2906,4663;103,5871;100,9361;0,0173;0,03296;1740,33
30.09.2017;831,4486;3,64897;3033,931;104,1356;101,3431;0,0173;0,03381;1739,29
31.10.2017;848,7142;3,63866;3088,1824;104,0697;101,8315;0,0173;0,03443;1742,87
30.11.2017;865,1442;3,5347;3058,0252;104,0723;102,3199;0,0173;0,03343;1751,24
31.12.2017;879,0924;3,48035;3059,5492;104,0111;102,5641;0,0172;0,03302;1757,58
31.01.2018;928,6859;3,3455;3106,9187;104,5777;102,8897;0,0172;0,03464;1757,55
28.02.2018;889,6839;3,42485;3047,0339;105,052;102,6455;0,0172;0,03376;1769,15
31.03.2018;870,6399;3,42045;2977,9802;105,2895;102,5641;0,017;0,03174;1786,13
30.04.2018;878,9531;3,50917;3084,3958;105,708;103,0525;0,017;0,03087;1791,45
31.05.2018;880,0494;3,69246;3249,5472;106,1477;103,2967;0,017;0,0327;1786,39
30.06.2018;875,2857;3,74564;3278,5051;106,3168;103,3781;0,017;0,03229;1790,6
31.07.2018;901,6823;3,65888;3299,1473;106,324;103,1339;0,017;0,0318;1796,29
31.08.2018;908,7635;3,70651;3368,341;106,3831;103,1339;0,0171;0,03207;1800,35
30.09.2018;912,7201;3,6865;3364,7426;106,5067;103,3781;0,0172;0,03265;1801,97
31.10.2018;844,3219;3,83704;3239,6969;106,6949;103,7851;0,0172;0,03225;1809,18
30.11.2018;856,6703;3,79117;3247,7827;106,3375;103,7851;0,0172;0,03054;1821,96
31.12.2018;796,3318;3,74105;2979,1171;105,9979;103,7851;0,0172;0,02839;1839,64
31.01.2019;859,2093;3,72365;3199,3947;106,2;103,5409;0,0172;0,02734;1849,08
28.02.2019;882,192;3,785;3339,0967;106,6489;103,9479;0,0172;0,02952;1839,78
31.03.2019;893,2834;3,83745;3427,9304;107,2505;104,2735;0,0172;0,02843;1850,39
30.04.2019;923,4473;3,82155;3529;107,8184;105,4131;0,0172;0,03017;1843,58
31.05.2019;868,6687;3,83271;3329,3552;108,0479;105,6573;0,0172;0,02666;1865,17
30.06.2019;925,5506;3,7336;3455,6357;108,0695;105,9829;0,0172;0,02423;1878,94
31.07.2019;928,261;3,87505;3597,0578;108,25;105,9829;0,0172;0,02198;1895,53
31.08.2019;906,2424;3,98041;3607,2163;108,2446;105,9829;0,0172;0,01843;1915,02
30.09.2019;925,3078;4,01056;3711,0025;108,3294;105,9829;0,0172;0,02004;1910,01
31.10.2019;950,633;3,82239;3633,6901;108,577;106,2271;0,0171;0,01956;1916,69
30.11.2019;973,8407;3,9162;3813,7549;108,5188;106,3085;0,0171;0,02001;1916,89
31.12.2019;1008,1327;3,7938;3824,6538;108,4201;107,1225;0,0171;0,02107;1912,18
31.01.2020;996,9984;3,87436;3862,7307;108,8407;108,0993;0,0171;0,02132;1913,58
29.02.2020;916,4696;3,92137;3593,8164;109,139;108,8319;0,0171;0,01784;1938,3
31.03.2020;792,7429;4,13216;3275,7405;108,9015;109,0761;0,0117;0,01658;1962,84
30.04.2020;877,6676;4,14946;3641,8466;108,1733;108,9947;0,0068;0,01461;1985,59
31.05.2020;915,8376;4,00709;3669,8437;108,1754;108,7505;0,0028;0,01163;2015,41
30.06.2020;945,1016;3,95887;3741,5344;108,7673;109,4017;0,0026;0,01363;2009,2
31.07.2020;995,0844;3,74482;3726,412;109,3175;109,1575;0,0023;0,01264;2018,8
31.08.2020;1055,9907;3,68275;3888,9498;109,6622;109,0761;0,0023;0,0139;2011,09
30.09.2020;1021,9416;3,86325;3948,0159;109,8149;109,3203;0,0022;0,01303;2020,93
31.10.2020;997,0984;3,95484;3943,3646;109,8605;109,4017;0,0022;0,01176;2035,2
30.11.2020;1120,0038;3,7541;4204,6063;109,7934;109,4831;0,0022;0,01227;2034,09
31.12.2020;1172,0041;3,7346;4376,9665;109,8968;109,5645;0,0021;0,01228;2034,99
31.01.2021;1166,6763;3,72404;4344,7492;110,3642;110,9483;0,0021;0,01149;2040,32
28.02.2021;1193,6977;3,7466;4472,3078;110,9684;111,5181;0,0021;0,01583;2016,19
31.03.2021;1225,5829;3,94988;4840,9054;111,7544;112,6577;0,0021;0,01548;2015,88
30.04.2021;1279,1687;3,79148;4849,9425;112,6729;113,5531;0,0021;0,017;2011,25
31.05.2021;1299,0733;3,66317;4758,7263;113,5762;113,8787;0,0021;0,01851;1996,35
30.06.2021;1316,1925;3,81105;5016,0754;114,6314;113,9601;0,0021;0,01631;2001,97
31.07.2021;1325,2627;3,85285;5106,0384;115,1829;114,4485;0,0021;0,01702;2013,59
31.08.2021;1358,4334;3,83065;5203,6829;115,4208;114,7741;0,0023;0,018;2008,37
30.09.2021;1302,3157;3,98072;5184,1542;115,7343;115,5881;0,0023;0,02167;1986,22
31.10.2021;1368,7927;3,9907;5462,441;116,6958;116,8905;0,0074;0,0282;1922,89
30.11.2021;1335,8292;4,11015;5490,4584;117,2692;118,0301;0,0206;0,03036;1878,04
31.12.2021;1389,2651;4,0341;5604,4343;117,6295;119,0883;0,0254;0,03638;1836,74
31.01.2022;1321,0347;4,0782;5387,4437;118,6193;121,3675;0,0302;0,04076;1828,17
28.02.2022;1286,9141;4,19083;5393,2382;119,7028;121,0419;0,0365;0,04092;1822,5
31.03.2022;1314,7891;4,1994;5521,3253;121,301;125,0305;0,0477;0,05192;1746,17
30.04.2022;1209,5492;4,43105;5359,573;121,9782;127,5539;0,0605;0,06344;1678,03
31.05.2022;1210,9669;4,2712;5172,2818;123,3228;129,7517;0,0659;0,06534;1682,22
30.06.2022;1108,8874;4,48525;4973,6372;125,0168;131,7053;0,0705;0,0687;1665,87
31.07.2022;1186,3237;4,63744;5501,505;125,002;132,3565;0,0701;0,05542;1749,44
31.08.2022;1142,6473;4,70088;5371,4478;124,9577;133,4147;0,0711;0,06145;1720,32
30.09.2022;1033,2615;4,9573;5122,1872;125,2265;135,5311;0,0721;0,07115;1684,12
31.10.2022;1095,6177;4,7724;5228,7259;125,7344;137,9731;0,0751;0,08337;1625,07
30.11.2022;1180,5959;4,487;5297,3338;125,6074;138,9499;0,0728;0,06581;1737,14
31.12.2022;1134,1412;4,38031;4967,89;125,2218;139,1127;0,0702;0,06845;1744,32
31.01.2023;1215,4306;4,33524;5269,1834;126,223;142,6129;0,0695;0,05997;1806,67
28.02.2023;1180,5959;4,44635;5249,3426;126,9276;144,3223;0,0694;0,0653;1787,57
31.03.2023;1216,9983;4,31426;5250,4471;127,3478;145,9503;0,0689;0,06043;1824,34
30.04.2023;1234,4888;4,16199;5137,93;127,9921;147,0085;0,069;0,05887;1841,18
31.05.2023;1221,2656;4,24044;5178,7035;128,3144;147,0085;0,069;0,06022;1844,61
30.06.2023;1292,1742;4,06505;5252,7527;128,7287;147,0085;0,069;0,0576;1870,02
31.07.2023;1339,4787;4,00395;5363,2057;128,9743;146,683;0,0676;0,05415;1902,25
31.08.2023;1302,0479;4,12312;5368,4997;129,5375;146,683;0,0665;0,0557;1905,45
30.09.2023;1248,2085;4,36773;5451,8377;129,8595;146,1131;0,0577;0,05899;1917,31
31.10.2023;1210,6777;4,2128;5100,343;129,8097;146,5201;0,0566;0,05654;1928,31
30.11.2023;1322,4202;3,997;5285,7135;129,5481;147,5784;0,0583;0,05502;1934,4
31.12.2023;1385,9405;3,93417;5452,5255;129,4194;147,7411;0,0588;0,05217;1967,56
31.01.2024;1394,0644;4,00365;5581,3459;130,1244;148,3109;0,0586;0,05226;1976,44
29.02.2024;1453,8888;3,99355;5806,1776;130,9299;148,7179;0,0586;0,05312;1971,69
31.03.2024;1499,5364;3,98925;5982,0256;131,7762;149,0435;0,0588;0,05432;1972,24
